fips,county,pov,moe
24039,Somerset,21.079660833645768,7.7
24019,Dorchester,20.08647942869399,6.5
24011,Caroline,18.33714238369729,4.4
24023,Garrett,17.85707831948784,3.9
24045,Wicomico,17.512339980435225,3.4000000000000004
24001,Allegany,17.3307326070797,3.0999999999999996
24015,Cecil,17.304444711482876,3.2
24043,Washington,16.788826209726537,2.4
24510,Baltimore,16.493471583388487,1.9
24041,Talbot,16.289486992246026,4.4
24029,Kent,15.902861861671072,4.7
24005,Baltimore,15.798955879091073,1.1
24047,Worcester,15.135961100677223,3.0999999999999996
24033,Prince George's,14.20465311048836,1.1
24035,Queen Anne's,12.86126462363698,2.4
24025,Harford,12.778375270967377,1.6
24037,St. Mary's,12.421499937615737,2.4
24031,Montgomery,11.77726953240416,0.8
24003,Anne Arundel,10.882159344893415,1
24021,Frederick,10.59064094946381,1.2
24017,Charles,10.407419175358605,1.7000000000000002
24027,Howard,9.629613543189224,1.3
24013,Carroll,8.799281303341717,1
24009,Calvert,7.7303813173177405,1.6
