fips,county,pov,moe
29227,Worth,27.506804919609863,17.7
29035,Carter,26.492186003058997,14.100000000000001
29223,Wayne,23.919338738453952,12.6
29149,Oregon,22.82535296722153,10
29059,Dallas,22.181195923509296,10.2
29229,Wright,22.08505821447383,10.1
29153,Ozark,21.970765598618154,10.1
29179,Reynolds,21.887080545759265,9.8
29171,Putnam,21.274226963835112,16.1
29129,Mercer,21.162820096699907,15.2
29155,Pemiscot,21.064442600728505,7.1
29015,Benton,20.854134570057635,8.3
29141,Morgan,20.66361105326094,8.4
29133,Mississippi,20.6309130911638,8.1
29093,Iron,20.37447359203468,7.9
29221,Washington,20.247827399193614,7.7
29115,Linn,20.195015828386413,7.500000000000001
29217,Vernon,20.188988944108928,7.6
29007,Audrain,20.032477961839025,7.199999999999999
29131,Miller,20.016278779520587,7.400000000000001
29105,Laclede,19.7366255109235,6.999999999999999
29013,Bates,19.596449452984178,6.599999999999999
29091,Howell,19.481418045229727,6.4
29065,Dent,19.457961813617004,6.599999999999999
29175,Randolph,19.309138022840255,6.3
29009,Barry,19.186152006039713,6
29215,Texas,19.064699828598016,5.9
29119,McDonald,18.905762100358782,5.699999999999999
29225,Webster,18.836286532970522,5.699999999999999
29023,Butler,18.713539008537737,5.4
29069,Dunklin,18.664527800727893,5.3
29213,Taney,18.191736850635326,4.7
29097,Jasper,17.60853088979924,3.8
29011,Barton,17.551304409077652,6.999999999999999
29017,Bollinger,17.543441252249288,9.4
29039,Cedar,17.372555660833328,8
29211,Sullivan,17.04179443504093,7.1
29510,St. Louis,17.01236841392405,2.9000000000000004
29041,Chariton,16.936982760845165,6.4
29057,Dade,16.6229960752053,7.1
29125,Maries,16.429146566356188,9.3
29021,Buchanan,16.332344993238998,4.1000000000000005
29163,Pike,16.306489766413073,7.400000000000001
29025,Caldwell,16.303974601491237,6.1000000000000005
29081,Harrison,16.259691625050774,8.200000000000001
29207,Stoddard,15.683742474862129,5.9
29137,Monroe,15.573621912444827,7.199999999999999
29029,Camden,15.368175507941254,4.7
29067,Douglas,15.183011295266786,8.4
29045,Clark,15.047684698466579,9.8
29005,Atchison,14.936327066329738,6.7
29187,St. Francois,14.934590216610538,4.4
29073,Gasconade,14.855017813545759,6.4
29181,Ripley,14.800175928372203,6
29167,Polk,14.750685571137906,4.6
29205,Shelby,14.522464202733602,7.3
29145,Newton,14.313177725197116,4.300000000000001
29139,Montgomery,14.297965862013285,5.800000000000001
29111,Lewis,14.186708520273244,7.400000000000001
29109,Lawrence,14.078796773723687,4.4
29143,New Madrid,14.032236457819213,4.6
29061,Daviess,14.002562084880523,5.500000000000001
29201,Scott,13.786231642988875,3.8
29123,Madison,13.782382941291429,7.8
29209,Stone,13.399646380200764,5.2
29147,Nodaway,13.194617061609847,4.8
29075,Gentry,12.841564273833889,6
29083,Henry,12.82572822703181,5.1
29089,Howard,12.821159182811911,6.3
29085,Hickory,12.816857536010193,8.7
29159,Pettis,12.809502145202286,4.1000000000000005
29169,Pulaski,12.709220740725888,4.1000000000000005
29219,Warren,12.665500058616717,6.4
29053,Cooper,12.533682907095752,4.6
29079,Grundy,12.469041034044881,4.9
29055,Crawford,12.23728922702287,5
29177,Ray,11.881237801916514,4.300000000000001
29087,Holt,11.780129591856245,5.9
29127,Marion,11.740646813647041,4.9
29027,Callaway,11.599427021947681,5.3
29031,Cape Girardeau,11.580598871612253,3.4000000000000004
29186,Ste. Genevieve,11.479300477072025,5.800000000000001
29095,Jackson,11.365935355552038,1.3999999999999997
29103,Knox,11.160601323889624,7.3
29161,Phelps,10.882636852106147,4.2
29195,Saline,10.825928521808596,4.4
29203,Shannon,10.796264161407093,7.500000000000001
29157,Perry,10.652493200923967,5.1
29135,Moniteau,10.466529963297027,5.800000000000001
29019,Boone,9.865469419525752,2.7
29121,Macon,9.854285255018109,4.1000000000000005
29113,Lincoln,9.753698514630175,3.2
29185,St. Clair,9.70994806272623,4.4
29033,Carroll,9.696077417205666,5.2
29049,Clinton,9.640497440647753,5.599999999999999
29001,Adair,9.286885583427395,4.300000000000001
29077,Greene,8.775362490747563,1.7000000000000002
29051,Cole,8.666491442252122,2.4
29189,St. Louis,8.240060052628028,1
29173,Ralls,8.233804156653344,4.7
29107,Lafayette,8.108389217912658,3.2
29043,Christian,7.986988890280429,3.2
29047,Clay,7.755423789635977,2
29117,Livingston,7.7228690884913025,3.9
29071,Franklin,7.381370059711605,1.7999999999999998
29063,DeKalb,7.275905893983602,4.1000000000000005
29099,Jefferson,7.219659768715908,1.6
29165,Platte,6.939732043627421,2.5
29037,Cass,6.927400908358683,1.9
29151,Osage,6.711948078506853,4.5
29101,Johnson,6.614333614195213,2.5
29003,Andrew,6.545314488920588,3
29197,Schuyler,6.145602470697627,3.4000000000000004
29183,St. Charles,5.478490706142576,0.8999999999999999
29199,Scotland,5.253981503694104,3.2999999999999994
