fips,county,pov,moe
24039,Somerset,21.57693070783232,7.7
24019,Dorchester,20.08647942869399,6.5
24011,Caroline,17.741098240340186,4.4
24023,Garrett,17.312034159152358,3.9
24045,Wicomico,17.04077436896694,3.4000000000000004
24001,Allegany,16.907424053513605,3.0999999999999996
24510,Baltimore,16.548592440128516,1.9
24043,Washington,16.458518956658608,2.4
24041,Talbot,16.202947296318126,4.4
24029,Kent,16.005304217754418,4.7
24015,Cecil,15.890146613804395,3.2
24047,Worcester,15.156108855819145,3.0999999999999996
24005,Baltimore,14.621712686178837,1.1
24033,Prince George's,13.666107190664961,1.1
24035,Queen Anne's,13.302583217908303,2.4
24025,Harford,13.027319090603893,1.6
24037,St. Mary's,12.934512418160175,2.4
24031,Montgomery,12.046814849516307,0.8
24003,Anne Arundel,11.324443860317487,1
24021,Frederick,11.094832072840774,1.2
24017,Charles,11.000416474280444,1.7000000000000002
24027,Howard,10.232333450680546,1.3
24013,Carroll,9.423231656497535,1
24009,Calvert,8.399333693368144,1.6
