fips,county,pov,moe
51720,Norton,32.057017557647455,21.7
51017,Bath,29.731723746437034,21.800000000000004
51530,Buena Vista,26.33509781529866,16.8
51580,Covington,24.330972643169197,13.700000000000001
51097,King and Queen,23.399276000067363,10.4
51133,Northumberland,23.32498612092771,12.3
51105,Lee,23.046716737324076,10.1
51620,Franklin City,22.576568222080628,11.3
51640,Galax,22.430827615320364,11.1
51057,Essex,22.252670841477766,10.8
51025,Brunswick,21.789563397168607,10
51690,Martinsville,21.275911856867108,9.2
51630,Fredericksburg,21.217464837178944,9.1
51051,Dickenson,21.12062760719859,9.1
51131,Northampton,20.98420738677622,8.8
51730,Petersburg,20.953528243770535,8.7
51103,Lancaster,20.549871548157967,8.5
51077,Grayson,20.322147029575817,8
51027,Buchanan,20.140435764652416,7.500000000000001
51670,Hopewell,19.917654531239304,7.3
51590,Danville,19.80530006832511,6.999999999999999
51037,Charlotte,19.678779592220653,6.999999999999999
51197,Wythe,19.56175547494101,6.9
51173,Smyth,19.533369604472785,6.9
51181,Surry,19.471703907924375,10.5
51820,Waynesboro,19.237806056789,6.4
51195,Wise,19.045473196163254,6.1000000000000005
51117,Mecklenburg,18.937378087841,5.9
51840,Winchester,18.73912194217496,5.699999999999999
51540,Charlottesville,18.696518972665633,5.599999999999999
51595,Emporia,18.587967693127368,13.5
51115,Mathews,18.481463248668934,15.000000000000002
51001,Accomack,18.465904809365323,5.3
51185,Tazewell,18.453992799971335,5.2
51067,Franklin,18.078332590052277,4.7
51770,Roanoke City,17.998391939076996,4.5
51045,Craig,17.939464146734963,12.699999999999998
51520,Bristol,17.849389244090975,8.1
51740,Portsmouth,17.833972025907052,4.300000000000001
51750,Radford,17.73740502640826,7.6
51183,Sussex,17.716023116164372,9.4
51760,Richmond City,17.50819744468647,3.7000000000000006
51193,Westmoreland,17.439643818735938,7.9
51081,Greensville,16.891011090763214,12.5
51710,Norfolk,16.77669648833151,2.7
51011,Appomattox,16.642337855848773,5.9
51147,Prince Edward,16.622736167910162,6.800000000000001
51021,Bland,16.468345546050962,12.3
51137,Orange,15.941203709058502,5.699999999999999
51143,Pittsylvania,15.91693223566244,3.8
51033,Caroline,15.899390116789613,7.1
51089,Henry,15.855034986159167,4.7
51035,Carroll,15.76213319416157,6.7
51091,Highland,15.699743763973432,11.5
51169,Scott,15.512875437654827,5.699999999999999
51029,Buckingham,15.386993271529676,5.9
51187,Warren,15.314194872360448,5.1
51036,Charles City,15.27734035777574,6.800000000000001
51660,Harrisonburg,15.274937271118135,4.9
51155,Pulaski,15.246216297805399,5.4
51680,Lynchburg,15.23665297338425,4.1000000000000005
51111,Lunenburg,15.100708751674386,6.9
51171,Shenandoah,14.968325232934983,5.1
51079,Greene,14.908571314600522,5.9
51007,Amelia,14.902696247600144,7.400000000000001
51167,Russell,14.829114421074172,5.9
51005,Alleghany,14.715032615580617,7.199999999999999
51135,Nottoway,14.700383449697476,5.2
51157,Rappahannock,14.612512122884938,8.8
51650,Hampton,14.58019060853098,3.4000000000000004
51570,Colonial Heights,14.493134177250361,6
51083,Halifax,13.94871334863148,4.300000000000001
51053,Dinwiddie,13.710057273306383,5.2
51775,Salem,13.525302866025916,5.9
51163,Rockbridge,13.415736959788624,6.999999999999999
51700,Newport News,13.308752464348606,2.7999999999999994
51125,Nelson,13.19655924205512,7.1
51678,Lexington,13.16815161056696,13.600000000000001
51830,Williamsburg,13.102509714585983,7.1
51093,Isle of Wight,12.997365878940496,4.1000000000000005
51121,Montgomery,12.796745125457837,3.5999999999999996
51009,Amherst,12.734810050550186,4.7
51071,Giles,12.481624336264616,5.4
51019,Bedford,12.389966353477458,4.7
51015,Augusta,12.22109765411958,3.9
51101,King William,12.081162177402183,5.1
51191,Washington,11.80526366978176,3.0999999999999996
51109,Louisa,11.804129160399048,4.1000000000000005
51073,Gloucester,11.565389345376879,4.9
51685,Manassas Park,11.420745725361673,6.9
51510,Alexandria,11.381062357142262,2.9000000000000004
51800,Suffolk,11.085037490020925,3
51175,Southampton,11.000405966991615,4.4
51141,Patrick,10.914719052816654,5.2
51149,Prince George,10.778158154495058,4
